B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
847,1217,1544,1926,2346,2402,2721,3141,2587,0
710,807,979,1064,1209,1225,1395,1372,930,0
634,781,730,813,974,969,1035,888,535,0
850,1244,1274,1802,2848,2998,3261,2777,2008,0
626,1007,1006,1667,3252,3463,3768,2469,1621,0
265,548,295,1160,3793,4065,4255,1635,877,0
5621,5319,5467,5955,6328,5842,6013,559,507,3
483,908,794,1759,4363,4534,4777,1925,1218,0
8029,7623,8224,9024,8742,8181,7989,1159,1246,1
810,1071,1051,2046,3974,4137,4205,1565,962,0
521,817,767,1430,3743,4167,4537,1937,1137,0
370,635,489,1148,3550,4256,4622,1870,1142,0
324,675,475,1168,3847,4675,4962,1520,846,0
466,808,448,1234,3397,3933,4418,1356,760,0
397,843,505,1355,2744,3063,3632,1433,809,0
488,857,938,1571,2239,2447,2850,2082,1271,0
983,1273,1730,2014,2388,2478,2767,3497,2779,0
1129,1494,1969,2230,2548,2727,3075,3766,3069,0
925,1270,1515,1861,2648,2806,3158,3230,2339,0
1211,1520,1978,2238,2484,2627,2955,3747,3030,0
1066,1365,1790,1995,2317,2444,2712,3459,2738,0
1193,1550,2051,2197,2534,2650,2908,3697,3037,0
589,667,650,679,808,819,740,536,357,0
