B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
462,783,1081,1321,1739,1774,1730,1812,1419,0
281,471,523,716,950,938,975,694,457,0
644,969,1036,1496,2009,2146,2285,1906,1320,0
608,1019,895,1578,3380,3597,3744,2091,1345,0
4017,3961,3972,4003,4491,4470,4686,3657,3332,1
256,569,314,1176,4090,4569,4823,1331,658,0
2351,2536,2521,3331,4642,4413,4577,498,443,3
330,551,413,1383,4106,4343,4389,959,464,0
7018,7040,7699,8747,8662,8123,8031,942,1112,1
350,708,761,1518,3049,3161,3673,1444,833,0
467,746,702,1363,3596,4021,4089,1688,984,0
276,500,351,986,3504,4361,4729,1610,944,0
553,933,839,1391,3503,4181,4409,1708,964,0
427,769,517,1133,3106,3696,4011,1244,653,0
360,736,509,1195,2411,2723,3304,1258,665,0
397,741,844,1385,2051,2263,2955,1997,1203,0
849,1233,1571,1943,2858,3084,3411,3325,2363,0
728,1094,1217,1661,2880,3124,3365,2689,1719,0
690,1039,1392,1564,2052,2246,2550,2472,1890,0
4635,4427,4156,4406,4765,4789,4587,4092,3348,1
907,1319,1718,1904,2242,2424,2705,2882,2343,0
970,1469,1909,2023,2391,2564,2843,2988,2486,0
934,1475,1852,2022,2424,2547,2782,2916,2410,0
