B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
601,966,1005,1556,3061,3229,3476,2306,1547,0
434,740,491,1228,3985,4319,4510,1760,810,0
507,799,430,1322,4905,5553,5703,1851,779,0
288,538,326,983,4803,5887,6137,1566,649,0
213,395,395,863,3278,3966,4077,962,587,0
77,185,71,480,2055,2282,2218,476,199,0
1857,2005,1968,2942,5401,5453,5574,827,607,1
308,566,377,1590,5071,5539,5698,1111,518,0
8241,7971,8779,9957,9561,8973,8880,945,1117,1
486,779,968,1732,2863,3015,3387,1980,1223,0
408,683,657,1272,3117,3473,3744,1609,839,0
279,471,338,769,3543,4662,4887,1341,599,0
536,1534,1302,2056,4787,5818,6122,1585,854,0
385,706,340,1101,3920,4929,5363,889,370,0
319,720,363,1204,3229,3815,4323,950,415,0
356,739,765,1517,2165,2449,3097,1453,737,0
703,1062,1082,1839,2990,3198,3577,2971,1964,0
12000,12000,12000,12000,12000,12000,12000,7235,5406,1
882,1125,1572,1754,1945,2119,2513,3383,2683,0
768,1039,1440,1679,1831,1955,2176,2593,1895,0
1230,1674,2117,2376,2630,2768,3089,3801,3154,0
873,1195,1564,1734,1852,1952,2190,2640,2282,0
878,1187,1525,1764,1944,1986,2175,2651,2261,0
