B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
1193,1825,2380,2641,2947,2967,3340,3537,3096,0
6104,5910,6245,6709,6620,6182,6018,4517,4119,1
1062,1633,1810,2617,3604,3736,4065,3514,2801,0
544,888,788,1496,3710,3966,4461,2205,1460,0
427,819,721,1517,4420,4904,5346,2240,1349,0
220,531,303,1173,4517,4998,5437,1562,754,0
5247,5118,5305,6486,7388,6856,6764,535,469,3
595,776,822,1381,2827,2932,3097,1540,1238,0
8915,8620,9436,10731,10320,9635,9522,1252,1393,1
485,848,905,1811,3605,3695,3981,1492,861,0
517,808,707,1530,4205,4764,5012,2009,1209,0
329,653,431,1054,4107,4989,5390,1537,746,0
290,573,348,1031,3951,4863,5223,1157,514,0
417,790,407,1207,3398,3970,4394,1037,456,0
372,785,515,1289,2548,2888,3247,1142,567,0
487,808,1181,1567,2009,2219,2662,2141,1345,0
868,1254,1705,2127,2493,2538,2778,3254,2649,0
857,1326,1567,2159,2902,3032,3301,3158,2430,0
778,1216,1266,1948,2952,3118,3430,3099,2179,0
737,1142,1125,1922,3330,3537,3895,3003,1969,0
740,1113,1069,1777,3318,3535,3835,2941,1924,0
925,1317,1853,2109,2253,2324,2522,3145,2701,0
858,998,1098,1273,1246,1165,1064,1051,744,0
