B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
858,1320,1864,2121,2378,2433,2684,3237,2615,0
394,524,672,724,908,996,1057,843,555,0
944,1425,1812,2272,2758,2839,3109,3252,2564,0
809,1365,1400,2033,3321,3472,3695,3034,2227,0
665,1034,953,1700,2982,3119,3296,2288,1516,0
326,657,580,1430,3278,3360,3491,1707,983,0
6754,6570,6765,7614,7697,6915,6841,581,646,3
37,161,199,555,1209,1181,1198,426,243,0
8277,7960,8519,9687,9217,8624,8405,1335,1444,1
1519,1799,2085,3190,3990,3885,3581,1112,716,0
613,981,1001,1726,3759,4036,4275,2631,1677,0
372,721,492,1179,3877,4390,4637,1742,884,0
297,656,402,1160,3660,4155,4364,1416,682,0
435,729,521,1146,2730,3131,3304,1197,604,0
1319,1447,1252,1775,3205,3667,4049,2239,1325,1
567,883,1001,1528,2357,2627,3032,1921,1176,0
793,1125,1571,1901,2282,2382,2552,3164,2415,0
781,1271,1584,1889,2334,2432,2604,2765,2017,0
813,1264,1507,1988,2761,2974,3178,3198,2316,0
3259,2687,2216,2570,3282,3466,3987,3052,2099,1
702,1073,1112,1649,2667,2902,3239,2950,1985,0
903,1269,1768,1962,2212,2348,2578,3225,2665,0
933,1373,1851,2159,2469,2570,2739,3504,2942,0
