B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
764,1358,1572,2139,2843,2862,3115,2964,2230,0
5245,4918,4786,5392,5975,5817,5877,5016,4588,1
606,1029,1019,1320,2549,2652,2757,1540,911,0
807,1200,1221,1720,3557,3794,4064,2384,1745,0
581,1042,960,1514,3850,4214,4187,1956,1160,0
341,611,557,1403,4080,4536,4547,1363,695,0
6242,6150,6508,6941,7142,6583,6625,485,513,3
433,711,705,1560,3649,3903,3995,954,455,0
8981,8780,9695,10720,10279,9534,9700,1124,1320,1
4158,4291,4801,5427,6023,5809,5864,690,482,3
431,641,721,1081,1776,1845,1820,2150,1540,0
548,946,907,1539,3440,3856,4072,2226,1418,0
416,815,653,1306,3744,4417,4728,1666,919,0
462,851,580,1249,3159,3587,3939,1332,676,0
450,873,585,1261,2748,3119,3388,1358,699,0
593,961,1137,1638,2463,2736,3182,2116,1239,0
741,1192,1414,1928,2687,2725,3021,3090,2298,0
115,194,230,265,348,364,402,344,290,2
783,1228,1688,1905,2286,2437,2610,3086,2409,0
656,966,1269,1385,1599,1743,1764,2057,1466,0
923,1416,1917,2205,2536,2711,2871,3660,2904,0
1019,1576,2062,2357,2934,3032,3237,3642,2895,0
921,1471,1770,2166,3154,3302,3427,3285,2478,0
