B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
640,877,1176,1408,1506,1510,1621,2273,1992,0
9351,8033,7242,7757,7542,6985,6978,4805,4014,1
736,980,1236,1501,1692,1736,1867,2337,1894,0
4340,4340,4344,4884,5675,5580,6119,5539,5258,1
3269,2977,2835,3386,3967,3959,3798,2924,2219,1
318,570,407,1159,4422,4858,4670,1559,716,0
2522,2452,2433,3207,5448,5360,5340,843,596,3
336,578,403,1298,4210,4573,4410,1297,587,0
8896,8499,9209,10555,10206,9504,9295,1119,1295,1
596,798,810,1635,3627,3776,3908,1305,713,0
487,724,635,1304,3886,4418,4451,1598,881,0
378,838,615,1279,3915,4517,4712,1341,679,0
343,657,352,1171,4014,4629,4712,1051,496,0
533,993,609,1563,3109,3405,3700,1173,622,0
457,755,1004,1317,1612,1755,2203,2038,1382,0
640,872,1284,1522,1701,1842,2220,2641,1803,0
788,1032,1385,1582,1682,1741,1960,2639,2223,0
427,495,572,724,840,990,1066,1162,946,0
816,1085,1447,1581,1701,1789,1975,2708,2237,0
-999,-999,-999,-999,-999,-999,-999,-999,-999,1
890,1132,1429,1569,1767,1882,2027,2674,2155,0
679,898,1168,1339,1469,1559,1699,2437,2073,0
782,964,1283,1485,1590,1641,1823,2477,2121,0
