B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
1014,1534,1830,2342,2858,2878,3154,3375,2773,0
9176,8937,8910,9391,9542,9122,9514,7433,6724,1
259,330,256,436,736,730,727,366,233,2
498,825,621,1463,4397,4919,5251,2429,1343,0
539,880,640,1387,4271,4771,4942,2018,1111,0
312,632,389,1496,5431,5917,6192,1973,936,0
7165,7119,7541,8995,9851,9084,9036,674,707,3
462,792,660,1937,5498,5872,5828,1765,848,0
9180,8922,9817,11079,10665,9949,10001,1574,1816,1
3634,3932,4482,5413,6016,5614,5827,987,722,3
273,318,265,503,988,1026,1084,518,296,0
345,649,500,1116,3691,4413,4795,1722,950,0
341,625,448,1125,3965,4789,4994,1387,694,0
431,785,477,1310,3509,4069,4494,1161,558,0
479,830,559,1441,2974,3383,3952,1248,630,0
442,833,734,1556,2423,2676,3318,1512,831,0
924,1259,1719,2056,2366,2486,2735,3628,3078,0
4829,4746,4610,4834,5537,5686,6363,5235,4046,1
1267,1568,1594,2186,3287,3607,3882,3197,2301,0
810,1130,1454,1786,2024,2206,2500,3245,2762,0
857,1216,1531,1885,2211,2384,2621,3618,2983,0
1037,1434,1814,2221,2580,2757,2936,3892,3300,0
968,1378,1589,2134,2832,2952,3225,3584,3040,0
