B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
470,756,1080,1262,1413,1456,1614,2002,1593,0
583,805,1008,1190,1471,1551,1704,1651,1088,0
496,720,821,1061,1443,1500,1630,1539,1063,0
343,647,489,959,2233,2325,2680,1294,726,0
3268,3279,3255,3970,4576,4586,4601,4105,3390,1
245,467,253,1018,3733,4035,4120,1135,480,0
286,557,700,1318,3052,3121,3157,729,472,0
215,282,222,889,2385,2520,2195,483,239,0
5522,5458,5886,6326,6425,6105,6490,707,719,3
3124,3114,3552,4043,4523,4343,4907,5044,4112,0
455,752,816,1359,2562,2766,2812,1847,1132,0
343,574,386,971,3719,4397,4795,1622,762,0
441,1023,767,1413,3823,4495,4900,1460,710,0
438,799,444,1171,3334,3879,4262,1202,532,0
406,833,506,1307,2761,3139,3555,1207,553,0
526,879,1195,1646,2313,2565,3069,2344,1353,0
6703,6442,6252,6796,6928,6585,6747,6400,5158,1
7535,7329,7400,7785,7833,7611,7634,6663,5603,1
428,697,678,1161,2307,2598,2991,2283,1394,0
773,1091,947,1489,3054,3479,3971,2754,1523,0
665,854,1060,1445,2034,2248,2692,2872,1931,0
831,1048,1497,1681,2004,2194,2654,3646,2741,0
729,911,1281,1463,1680,1753,2035,2750,2226,0
