B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
901,1162,1452,1773,2017,2086,2310,3200,2836,0
1123,1315,1550,1935,2620,2712,2778,2791,2136,0
879,1119,1312,1722,2635,2778,2801,2924,2250,0
1849,2351,2534,3314,4373,4423,4539,4169,3641,1
9404,8374,7847,8291,7917,7487,7388,5643,4622,1
251,491,304,1074,4485,4974,5354,1583,783,0
2789,2842,2667,3796,5850,5734,5763,882,616,3
381,571,417,1337,4717,5004,5279,1387,638,0
5788,5375,5837,6767,6481,6118,5971,4509,4338,1
2309,2437,2384,3434,5608,5600,5859,958,558,1
1752,1864,1939,2365,3144,3293,3491,2964,2412,1
308,587,382,962,3888,5120,5509,1512,825,0
285,592,340,1096,3827,4785,5311,1586,1057,0
468,888,505,1458,3494,4005,4575,1462,850,0
616,937,1033,1611,2320,2643,3109,1862,1093,0
560,819,1286,1506,1890,2113,2503,2553,1571,0
699,958,1056,1489,2418,2702,2946,2754,2031,0
687,1051,980,1521,2989,3456,3644,2554,1616,0
634,868,911,1348,2343,2683,2972,2694,1827,0
-999,-999,-999,-999,-999,-999,-999,-999,-999,1
687,869,1070,1337,1924,2183,2452,2886,2177,0
681,903,1064,1394,2036,2269,2521,2815,2162,0
663,890,992,1451,2261,2455,2775,2718,2028,0
