B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
890,1390,1798,2237,2549,2563,2756,3210,2683,0
556,906,1143,1436,1858,1927,2253,1882,1604,0
824,1355,1584,2164,2721,2801,3020,3064,2312,0
3232,2995,2860,3010,3453,3387,3557,2636,2078,1
626,1034,1005,1966,3341,3523,3994,2715,1870,0
280,596,448,1316,3456,3568,3890,1582,885,0
5907,5843,6124,7003,7275,6577,6573,535,565,3
368,766,594,1549,3604,3740,4251,1182,623,0
8348,8043,8692,9826,9490,8828,8700,1252,1445,1
578,914,1005,1763,2972,3068,3244,1578,982,0
721,1099,1077,1820,3940,4253,4511,2614,1762,0
400,757,635,1293,3748,4310,4538,2021,1170,0
309,689,491,1124,3704,4444,4781,1365,692,0
371,638,388,1064,2930,3408,3833,1160,576,0
300,595,340,986,2606,2968,3381,1164,584,0
335,673,516,1207,2343,2601,3053,1743,964,0
721,1092,1345,1605,2595,2779,2905,2663,1954,0
249,296,264,291,425,462,446,328,278,2
656,1040,1114,1565,2886,3201,3429,2525,1624,0
4862,3776,3683,3935,4248,4307,4225,3400,2843,1
670,987,1281,1411,1760,1947,2188,2919,2137,0
830,1191,1590,1668,2079,2224,2469,3081,2390,0
706,999,1225,1621,2259,2392,2561,2934,2257,0
