B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
901,1381,1871,2162,2486,2485,2697,3234,2724,0
3515,3417,3733,4360,4865,4888,5132,4330,4195,1
906,1334,1537,2231,3166,3252,3470,3310,2470,0
677,1127,1079,1751,3271,3407,3843,2651,1880,0
572,1037,929,1711,3460,3746,4083,2580,1739,0
376,663,497,1355,3665,3888,4424,1811,1158,0
5568,5561,5779,6567,7385,6841,7209,721,638,3
208,372,341,885,2096,2241,2362,1037,722,0
8709,8547,9240,10365,10070,9443,9463,1509,1626,1
335,692,785,1437,2629,2690,3065,1689,1163,0
547,797,713,1521,3827,4356,4812,2212,1477,0
425,697,644,1257,3253,3699,4238,1912,1307,0
366,733,548,1247,3603,4155,4720,1604,962,0
473,788,519,1233,3104,3536,4018,1179,607,0
444,745,520,1186,2489,2807,3218,1242,704,0
441,731,703,1276,2294,2597,2871,1699,1000,0
833,1210,1660,1916,2273,2386,2643,2979,2278,0
692,1014,1188,1438,1768,1813,1939,2159,1645,0
830,1191,1470,1883,2483,2612,2956,3169,2395,0
820,1184,1431,1894,2545,2716,3021,3157,2359,0
792,1073,1490,1716,1911,2063,2211,3063,2523,0
903,1265,1741,1948,2156,2249,2476,3231,2645,0
977,1407,1756,2228,2745,2816,3068,3617,3004,0
