B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
380,626,803,1047,1783,2071,2355,2044,1438,0
694,935,898,1396,2753,2986,2881,2303,1432,0
437,704,580,1114,2562,2905,3298,1914,1093,0
358,636,457,1058,3073,3325,3499,1658,820,0
5949,5889,5983,6481,7119,7063,7217,6273,5565,1
273,552,518,1099,3504,3714,3642,1803,1041,0
92,374,376,1012,2788,2957,3468,1097,708,0
228,487,496,1202,3303,3499,3954,1289,688,0
2192,2184,2651,3996,4246,4296,4554,1233,1046,1
371,556,676,1298,2269,2202,2821,2230,1446,0
366,638,552,1147,2955,3080,3818,1929,1175,0
253,502,327,844,3369,4201,4813,1691,831,0
407,980,714,1431,4007,4629,5226,1675,840,0
353,679,361,996,3492,4277,4629,1274,551,0
323,695,348,1029,3047,3647,4217,1300,559,0
360,677,674,1285,2542,3134,3472,1933,997,0
390,683,646,1266,2983,3553,3906,2673,1552,0
451,626,611,1091,2202,2569,3026,2117,1315,0
493,778,856,1227,2742,3215,3485,2521,1455,0
528,823,664,1390,3669,4449,4959,2632,1248,0
810,986,1167,1552,2661,3179,3523,3187,1990,0
611,891,1021,1423,2368,2800,3379,3320,2299,0
437,614,671,1052,1987,2323,2568,2174,1499,0
