B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
402,748,904,1322,1719,1807,1879,2083,1546,0
651,967,923,1615,2884,3033,3210,2342,1456,0
7103,7872,8308,9127,9311,9070,9451,7276,6880,1
376,693,446,1233,3886,4314,4501,1545,744,0
9804,9218,8912,9451,9092,8666,8607,7264,6320,1
251,486,376,1517,4661,4907,5020,1296,584,0
3000,3000,3107,4105,5338,4973,4939,414,382,3
325,463,454,1710,4322,4451,4488,913,400,0
6849,6633,7300,8595,8770,8297,8324,896,1019,1
294,560,785,1652,2788,2849,3098,1545,900,0
186,263,218,473,1335,1488,1500,475,203,0
303,517,283,893,4201,5184,5445,1393,598,0
355,816,585,1238,4182,5152,5441,1262,580,0
430,776,422,1223,3514,4172,4483,929,442,0
356,793,435,1317,2848,3206,3598,976,473,0
400,808,872,1569,2031,2214,2685,1580,944,0
903,1362,1565,2241,3009,3146,3438,3607,2806,0
768,1248,1223,2045,3247,3463,3702,3192,2157,0
563,1027,844,1734,3306,3604,3987,2689,1608,0
1013,1447,1999,2261,2404,2571,2776,3895,3278,0
986,1359,1876,2086,2291,2446,2656,3769,3227,0
1168,1639,2210,2506,2671,2803,3021,4245,3763,0
895,1285,1745,2017,2205,2270,2459,3481,3112,0
