B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
490,751,1046,1217,1314,1390,1522,2100,1738,0
5058,4680,4571,4654,4669,4428,4341,4628,4072,1
619,859,1042,1348,1517,1616,1760,2078,1581,0
509,751,851,1180,1848,1906,2072,1736,1240,0
296,412,337,606,1226,1286,1231,701,435,0
603,939,856,1792,4781,5183,5194,2515,1769,0
0,415,352,1263,4208,4419,4564,1287,678,0
451,781,574,1650,4851,5120,5343,1096,484,0
992,1325,1363,2637,4719,4809,5030,1558,907,0
474,845,882,1809,3634,3864,4090,2085,1183,0
384,692,508,1289,4023,4607,4856,1718,896,0
322,540,321,900,4297,5439,5549,1640,682,0
431,1058,816,1508,4572,5773,5987,1511,732,0
361,716,385,1115,3566,4336,4624,1000,441,0
424,899,537,1467,3076,3497,3929,1207,533,0
722,1118,1524,2043,2575,2870,3493,2510,1386,0
556,940,887,1626,3194,3407,3717,2773,1667,0
8579,8026,8018,8493,8365,8026,8129,7256,5940,1
396,540,747,965,1250,1427,1572,1731,1273,0
1061,1556,1926,2188,2662,2983,3583,3085,2340,0
725,932,1271,1408,1553,1677,1871,2542,1985,0
849,1109,1497,1670,1796,1891,2077,2828,2302,0
782,1009,1375,1612,1738,1796,1984,2717,2255,0
