B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
673,1001,1384,1675,1896,1956,2087,2637,2133,0
12000,10764,10367,10667,9942,8996,8847,5763,4292,1
740,1111,1192,1801,2659,2768,2890,2588,1840,0
641,913,866,1355,3363,3716,4033,1959,1195,0
720,959,800,1564,4984,5710,6028,2189,1126,0
800,1122,1053,1993,5039,5564,5684,2948,2238,0
15,488,404,1379,4852,5212,5461,1567,844,0
196,575,349,1487,5474,6008,6142,1395,609,0
1412,1689,1669,2993,5358,5498,5660,1387,814,1
420,836,816,1866,3989,4210,4562,1864,1003,0
373,615,476,1153,4027,4662,4857,1513,746,0
313,507,297,839,4263,5550,5838,1532,630,0
396,850,604,1276,4322,5394,5626,1403,642,0
461,785,471,1187,3461,4129,4457,1154,552,0
440,855,592,1381,2386,2673,3238,1299,657,0
753,1075,1624,1987,2277,2439,2973,2925,1751,0
589,882,841,1505,3208,3573,3985,2866,1739,0
155,213,156,303,884,1052,1091,507,309,2
591,943,915,1486,2892,3310,3730,2733,1558,0
5695,5425,5565,6281,6396,6417,6498,3939,3298,1
881,1167,1743,2078,2413,2695,3261,4121,2812,0
929,1216,1836,2134,2381,2562,3056,4263,3175,0
900,1273,1747,1989,2136,2228,2502,3404,2912,0
