B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
606,922,1266,1563,1789,1830,1966,2419,1979,0
1211,1599,1824,2325,2916,2948,3292,3234,2370,0
753,1142,1442,1905,2433,2509,2682,2828,2152,0
562,929,1010,1606,2833,2946,3146,2316,1573,0
699,1103,1063,1960,3743,3963,4297,2677,1732,0
470,783,666,1594,3745,3906,3991,1976,1166,0
0,311,453,1256,2875,2906,3179,1388,904,0
176,423,472,1280,2779,2913,3036,983,560,0
600,844,1138,1927,2768,2819,2942,1799,1399,0
477,777,1029,1601,2398,2468,2724,2311,1828,0
568,893,958,1548,3058,3352,3592,2329,1672,0
290,547,404,959,3264,3732,3900,1516,805,0
306,586,424,997,3177,3762,4127,1297,632,0
384,636,376,989,2647,3106,3485,1079,542,0
299,603,383,1037,2273,2577,2991,1118,562,0
320,639,604,1209,2143,2415,2831,1472,829,0
1757,1404,1560,1918,2207,2249,2190,3043,2386,0
1987,2045,2186,2631,3359,3718,3874,3200,2474,0
1163,1315,1539,1875,2408,2647,2898,2813,2107,0
5404,5851,6041,6189,5930,5568,6362,4235,3204,1
856,1139,1568,1697,1860,1976,2194,2774,2219,0
836,1153,1569,1763,1891,1975,2155,2869,2396,0
773,1033,1418,1631,1723,1799,1971,2656,2264,0
