B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
1061,1814,2104,2815,3569,3572,3610,3772,2877,0
866,1416,1350,2210,4412,4624,4589,2732,1591,0
647,1230,985,1830,4290,4648,4597,2491,1362,0
358,664,464,1031,3873,4487,4748,1496,699,0
369,710,455,1167,4966,5622,5944,1933,875,0
243,568,276,1232,5142,5750,5872,1667,800,0
5619,5444,5555,6216,7284,6747,6770,546,546,3
529,912,734,1919,5595,6070,6105,1984,1158,0
9424,9008,9780,10779,10357,9678,9463,1347,1477,1
558,857,785,1916,4458,4502,5018,1416,782,0
199,356,267,745,2447,2755,2811,1105,585,0
330,622,419,1029,4178,5391,5757,1524,812,0
295,645,406,1069,4187,5221,5507,1290,674,0
452,834,441,1212,3747,4396,4791,1027,473,0
430,866,502,1394,2859,3187,3716,1075,515,0
503,836,1117,1604,2044,2176,2827,2161,1211,0
1183,1756,2204,2731,3528,3619,3920,4270,3276,0
944,1626,1766,2386,3855,4087,4251,3486,2345,0
719,1230,1073,1852,4099,4375,4418,2670,1441,0
7522,7158,7090,7617,7210,6827,6753,4674,3385,1
1150,1711,2336,2600,2884,3040,3260,4318,3525,0
1322,1934,2576,2923,3148,3236,3572,4492,3749,0
1377,2003,2622,3041,3267,3338,3611,4516,3910,0
