B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
1054,1598,2018,2587,3026,3055,3294,3844,3351,0
5300,4372,4050,4171,3923,3635,3512,2047,1496,1
663,1088,1124,1757,2733,2903,3369,2401,1684,0
483,810,672,1255,3448,3685,3961,1806,1043,0
483,805,690,1388,3813,4191,4580,1868,1100,0
271,537,364,1152,4382,4786,5009,1366,632,0
5364,5199,5454,5999,6713,6181,6707,457,398,3
451,619,729,1353,2598,2717,2766,1573,1506,0
7993,7966,8818,9607,9353,8739,8981,1314,1458,1
299,597,699,1434,3195,3362,3582,1599,906,0
464,745,622,1438,3857,4340,4880,1948,1186,0
330,606,375,994,4252,5167,5413,1496,676,0
279,558,338,976,3844,4739,5005,1207,523,0
360,694,350,1088,3309,3881,4408,968,408,0
293,660,388,1124,2649,3035,3493,1025,474,0
338,707,619,1324,2157,2431,2931,1371,756,0
901,1235,1691,2042,2521,2647,2904,3083,2459,0
737,1156,1216,1874,2957,3123,3369,2644,1876,0
652,1031,919,1611,3013,3262,3576,2548,1518,0
655,1098,873,1692,3509,3793,4259,2558,1394,0
675,1065,716,1526,3850,4203,4577,2420,1161,0
953,1301,1826,2069,2311,2406,2705,3248,2749,0
934,1282,1732,1967,2255,2350,2545,2993,2747,0
